대학명,계열,학점,토익,토스,오픽,자격증,수상경험,인턴,해외경험,봉사활동,기업명,부서
한양대학교(서울),기계/자동차/조선공학,3.6 / 4.5,800,L6,없음,0개,0회,0회,0회,0회,현대모비스㈜,연구·실험·기술
국민대학교,기계/자동차/조선공학,4.24 / 4.5,595,없음,없음,0개,0회,0회,0회,1회,현대자동차㈜,연구·실험·기술
부경대학교,기계/자동차/조선공학,3.77 / 4.5,845,L6,없음,0개,0회,0회,0회,0회,현대자동차㈜,생산관리
KAIST Professional MBA,기계/자동차/조선공학,4.0 / 4.5,895,없음,없음,0개,0회,0회,0회,0회,현대자동차㈜,연구·실험·기술
울산대학교,기계/자동차/조선공학,3.88 / 4.5,880,L6,IM,3개,0회,0회,0회,0회,한국산업안전보건공단,산업안전
연세대학교(서울),기계/자동차/조선공학,4.18 / 4.5,없음,L6,없음,1개,0회,0회,0회,0회,현대중공업㈜,연구·실험·기술
한양대학교(서울),기계/자동차/조선공학,3.8 / 4.5,870,L7,IH,3개,1회,1회,1회,1회,한국전력기술㈜,기계
울산대학교,기계/자동차/조선공학,3.88 / 4.5,880,L6,IM,3개,0회,0회,0회,0회,인천국제공항공사,기계
한양대학교(서울),기계/자동차/조선공학,3.8 / 4.5,870,L7,IH,3개,1회,1회,1회,1회,삼성중공업㈜,기계·기구설계
한국해양대학교,기계/자동차/조선공학,4.14 / 4.5,885,L6,없음,2개,0회,0회,1회,1회,삼성중공업㈜,자동차·조선설계
한국항공대학교,기계/자동차/조선공학,3.57 / 4.5,820,L6,없음,0개,1회,0회,0회,1회,현대위아,QAA·통화품질
동의대학교,기계/자동차/조선공학,3.6 / 4.5,865,L6,없음,0개,0회,0회,0회,0회,현대중공업㈜,생산관리
한국기술교육대학교,기계/자동차/조선공학,3.79 / 4.5,645,없음,IM,0개,0회,0회,0회,0회,현대모비스㈜,연구·실험·기술
전남대학교(광주),기계/자동차/조선공학,3.61 / 4.5,740,L5,IL,1개,0회,0회,0회,1회,일진Materials㈜,생산관리
전북대학교,기계/자동차/조선공학,3.62 / 4.5,660,L6,없음,0개,2회,1회,0회,0회,현대자동차㈜,플랜트
전남대학교(광주),기계/자동차/조선공학,4.0 / 4.5,800,없음,IM,0개,0회,0회,0회,0회,OCI,공정관리
부산대학교(밀양),기계/자동차/조선공학,3.52 / 4.5,805,L6,없음,0개,2회,0회,0회,1회,현대자동차㈜,QAA·통화품질
전북대학교,기계/자동차/조선공학,3.41 / 4.5,780,L5,IH,1개,0회,0회,1회,3회,한국전력공사,원자력·에너지
전남대학교(광주),기계/자동차/조선공학,3.61 / 4.5,740,L5,IL,1개,0회,0회,0회,1회,LG이노텍㈜,품질관리
경북대학교,기계/자동차/조선공학,3.45 / 4.5,785,L5,없음,0개,0회,0회,0회,1회,LIG넥스원㈜,연구·실험·기술
경북대학교,기계/자동차/조선공학,3.28 / 4.5,없음,L5,IM,1개,0회,0회,0회,1회,롯데케미칼㈜,생산관리
경북대학교,기계/자동차/조선공학,3.28 / 4.5,없음,L5,IM,1개,0회,0회,0회,1회,삼성중공업㈜,기술직
충남대학교,기계/자동차/조선공학,3.56 / 4.5,845,없음,IM,1개,0회,0회,1회,0회,㈜퍼시스,연구·실험·기술
한양대학교(서울),기계/자동차/조선공학,3.46 / 4.5,785,L6,없음,0개,0회,0회,0회,0회,한국중부발전㈜,기계설비
한양대학교(서울),기계/자동차/조선공학,3.67 / 4.5,745,L6,없음,0개,0회,1회,1회,0회,현대파워텍㈜,연구·실험·기술
연세대학교(서울),기계/자동차/조선공학,3.21 / 4.5,825,없음,IM,1개,0회,0회,0회,0회,금호타이어㈜,생산관리
경북대학교,기계/자동차/조선공학,3.61 / 4.5,없음,L6,IM,0개,0회,0회,0회,0회,SK하이닉스,기계·기구설계
부산대학교(밀양),기계/자동차/조선공학,3.62 / 4.5,860,없음,없음,2개,0회,0회,0회,0회,현대파워텍㈜,기계
인하대학교,기계/자동차/조선공학,3.22 / 4.5,835,L6,없음,0개,0회,0회,0회,0회,삼성중공업㈜,기계·기구설계
한국해양대학교,기계/자동차/조선공학,4.14 / 4.5,885,L6,없음,2개,0회,0회,1회,1회,현대중공업㈜,생산관리
경북대학교,기계/자동차/조선공학,3.5 / 4.5,없음,L5,IM,0개,0회,0회,0회,1회,현대건설㈜,플랜트
원광대학교,기계/자동차/조선공학,4.01 / 4.5,820,L7,IL,0개,0회,0회,0회,0회,대우조선해양㈜,생산관리
서울과학기술대학교,기계/자동차/조선공학,3.77 / 4.5,845,L6,없음,0개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
전북대학교,기계/자동차/조선공학,3.7 / 4.5,900,L6,없음,2개,1회,1회,1회,2회,SK가스㈜,생산관리
서울시립대학교,기계/자동차/조선공학,3.6 / 4.5,890,없음,IH,0개,1회,0회,0회,1회,현대모비스㈜,구매관리
아주대학교,기계/자동차/조선공학,3.38 / 4.5,없음,L6,없음,2개,0회,0회,0회,1회,현대건설㈜,연구·실험·기술
울산대학교,기계/자동차/조선공학,3.52 / 4.5,865,L6,없음,2개,0회,0회,0회,0회,삼성중공업㈜,자동차·조선설계
충남대학교,기계/자동차/조선공학,3.6 / 4.5,785,L6,없음,0개,0회,0회,0회,0회,OCI,생산관리
한양대학교(서울),기계/자동차/조선공학,3.0 / 4.5,785,L6,없음,0개,0회,0회,0회,0회,SK건설㈜,플랜트
동아대학교,기계/자동차/조선공학,3.76 / 4.5,695,L6,없음,2개,1회,1회,1회,1회,LG디스플레이㈜,생산관리
경희대학교(서울),기계/자동차/조선공학,4.0 / 4.5,없음,L5,없음,0개,0회,0회,1회,0회,한국타이어㈜,연구·실험·기술
홍익대학교(서울),기계/자동차/조선공학,3.14 / 4.5,665,없음,IM,1개,0회,0회,2회,0회,현대트랜시스 주식회사,생산관리
부산대학교(밀양),기계/자동차/조선공학,3.09 / 4.5,710,L5,IM,3개,0회,0회,0회,0회,LG디스플레이㈜,기계
부산대학교(밀양),기계/자동차/조선공학,3.99 / 4.5,900,L7,없음,0개,0회,1회,1회,0회,현대중공업㈜,자동차·조선설계
부산대학교(밀양),기계/자동차/조선공학,3.79 / 4.5,775,L6,없음,0개,0회,0회,0회,0회,현대제철㈜,생산관리
성균관대학교(자연과학),기계/자동차/조선공학,3.61 / 4.5,800,L6,없음,0개,0회,0회,0회,0회,삼성중공업㈜,자동차·조선설계
서울대학교,기계/자동차/조선공학,3.82 / 4.5,없음,L7,없음,0개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
홍익대학교(서울),기계/자동차/조선공학,3.6 / 4.5,850,없음,IM,0개,1회,0회,0회,0회,GS건설,기계설비
서울대학교,기계/자동차/조선공학,4.04 / 4.5,없음,L6,없음,0개,0회,0회,1회,0회,LG전자㈜,연구·실험·기술
경희대학교(서울),기계/자동차/조선공학,4.3 / 4.5,없음,L5,IM,0개,0회,0회,0회,1회,현대자동차㈜,연구·실험·기술
한양대학교(서울),기계/자동차/조선공학,3.41 / 4.5,925,L6,없음,0개,0회,0회,0회,0회,현대건설㈜,구매관리
서울시립대학교,기계/자동차/조선공학,3.34 / 4.5,없음,없음,IL,0개,0회,0회,0회,0회,LG이노텍㈜,연구·실험·기술
중앙대학교(서울),기계/자동차/조선공학,3.5 / 4.5,850,없음,IM,0개,0회,0회,0회,0회,현대엔지니어링㈜,플랜트
경희대학교(서울),기계/자동차/조선공학,3.91 / 4.5,820,L6,IM,1개,0회,0회,0회,0회,현대자동차㈜,연구·실험·기술
중앙대학교(서울),기계/자동차/조선공학,4.01 / 4.5,725,L6,없음,0개,0회,1회,1회,0회,한국가스공사,생산관리
경희대학교(서울),기계/자동차/조선공학,3.51 / 4.5,795,L6,없음,3개,0회,0회,0회,1회,기아자동차㈜,생산관리
인하대학교,기계/자동차/조선공학,3.82 / 4.5,800,L6,없음,0개,0회,1회,0회,0회,현대중공업㈜,자동차·조선설계
인하대학교,기계/자동차/조선공학,3.57 / 4.5,760,L6,없음,0개,0회,0회,0회,0회,현대자동차㈜,연구·실험·기술
서울과학기술대학교,기계/자동차/조선공학,4.37 / 4.5,795,L6,없음,1개,1회,0회,0회,1회,한온시스템㈜,연구·실험·기술
서울과학기술대학교,기계/자동차/조선공학,3.34 / 4.5,740,없음,없음,2개,0회,0회,0회,0회,현대트랜시스 주식회사,생산관리
한양대학교(서울),기계/자동차/조선공학,4.0 / 4.5,없음,없음,없음,1개,0회,0회,0회,0회,현대모비스㈜,연구·실험·기술
인하대학교,기계/자동차/조선공학,3.83 / 4.5,없음,L6,없음,0개,0회,0회,0회,0회,현대자동차㈜,연구·실험·기술
영남대학교,기계/자동차/조선공학,3.6 / 4.5,860,L6,IH,0개,0회,1회,0회,1회,㈜포스코,기계설비
부산대학교(밀양),기계/자동차/조선공학,3.85 / 4.5,855,L6,없음,0개,0회,0회,0회,0회,LG전자㈜,기계·기구설계
한국기술교육대학교,기계/자동차/조선공학,3.67 / 4.5,없음,없음,없음,2개,0회,1회,0회,0회,에스케이이엔에스㈜,노인복지시설
한국기술교육대학교,기계/자동차/조선공학,3.19 / 4.5,750,없음,IL,2개,1회,1회,1회,0회,삼성전자㈜,반도체
인하대학교,기계/자동차/조선공학,3.78 / 4.5,830,L6,없음,1개,1회,1회,1회,0회,현대위아,연구·실험·기술
인하대학교,기계/자동차/조선공학,4.09 / 4.5,955,L6,없음,1개,1회,1회,1회,1회,현대자동차㈜,생산관리
인하대학교,기계/자동차/조선공학,3.38 / 4.5,860,L6,없음,0개,0회,1회,0회,0회,㈜대한항공,생산관리
한국기술교육대학교,기계/자동차/조선공학,3.67 / 4.5,없음,없음,없음,2개,0회,1회,0회,0회,한국가스안전공사,기계
홍익대학교(서울),기계/자동차/조선공학,3.04 / 4.5,없음,L5,없음,0개,0회,0회,0회,0회,삼성전자㈜,기계설비
경희대학교(서울),기계/자동차/조선공학,4.3 / 4.5,835,없음,IL,2개,0회,1회,2회,0회,현대위아,연구·실험·기술
경희대학교(서울),기계/자동차/조선공학,3.44 / 4.5,755,L5,IL,1개,0회,0회,0회,1회,현대자동차㈜,구매관리
울산대학교,기계/자동차/조선공학,3.92 / 4.5,865,L6,없음,0개,0회,0회,0회,0회,현대자동차㈜,연구·실험·기술
아주대학교,기계/자동차/조선공학,3.66 / 4.5,없음,없음,IH,0개,0회,0회,0회,0회,두산인프라코어㈜,연구·실험·기술
아주대학교,기계/자동차/조선공학,3.66 / 4.5,없음,없음,IH,0개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
성균관대학교(자연과학),기계/자동차/조선공학,4.07 / 4.5,815,L6,IM,0개,0회,1회,0회,1회,현대트랜시스 주식회사,연구·실험·기술
아주대학교,기계/자동차/조선공학,3.66 / 4.5,없음,없음,IH,0개,0회,0회,0회,0회,현대트랜시스 주식회사,연구·실험·기술
인하대학교,기계/자동차/조선공학,3.96 / 4.5,없음,없음,IM,0개,0회,0회,1회,0회,삼성전자㈜,기계설비
경희대학교(서울),기계/자동차/조선공학,4.3 / 4.5,810,L6,IM,0개,0회,0회,2회,1회,삼성전자㈜,생산관리
경희대학교(서울),기계/자동차/조선공학,4.3 / 4.5,810,L6,IM,0개,0회,0회,2회,1회,현대제철㈜,생산관리
인하대학교,기계/자동차/조선공학,3.76 / 4.5,840,L6,없음,0개,1회,0회,0회,1회,기아자동차㈜,생산관리
서울과학기술대학교,기계/자동차/조선공학,3.83 / 4.5,없음,L7,없음,0개,0회,1회,1회,0회,한국타이어㈜,연구·실험·기술
서울과학기술대학교,기계/자동차/조선공학,3.83 / 4.5,없음,L7,없음,0개,0회,1회,1회,0회,LG디스플레이㈜,공정엔지니어
부경대학교,기계/자동차/조선공학,3.77 / 4.5,845,L6,없음,0개,0회,0회,0회,0회,동원산업㈜,생산관리
세종대학교,기계/자동차/조선공학,3.76 / 4.5,845,L5,없음,2개,1회,0회,0회,0회,현대자동차㈜,연구·실험·기술
금오공과대학교,기계/자동차/조선공학,3.93 / 4.5,915,L6,없음,0개,1회,0회,2회,0회,현대트랜시스 주식회사,연구·실험·기술
아주대학교,기계/자동차/조선공학,3.3 / 4.5,720,없음,없음,1개,0회,0회,2회,1회,셰플러코리아(유),연구·실험·기술
숭실대학교,기계/자동차/조선공학,4.03 / 4.5,850,L5,없음,1개,2회,0회,0회,0회,현대위아,연구·실험·기술
부경대학교,기계/자동차/조선공학,3.35 / 4.5,630,L5,없음,0개,0회,0회,1회,1회,한국공항공사,정보통신·IT
동국대학교(경주),기계/자동차/조선공학,4.1 / 4.5,880,없음,IM,0개,0회,0회,0회,0회,한국수력원자력㈜,기술직
인하공업전문대학,기계/자동차/조선공학,4.1 / 4.5,880,L6,없음,0개,0회,0회,0회,0회,국민건강보험공단,교회사무·행정·관리
강릉대학교,기계/자동차/조선공학,3.43 / 4.5,900,없음,IM,0개,0회,0회,0회,0회,삼성SDI㈜,기술직
서울과학기술대학교,기계/자동차/조선공학,3.49 / 4.5,820,L6,없음,2개,0회,1회,0회,0회,현대위아,품질관리
영남대학교,기계/자동차/조선공학,4.0 / 4.5,815,없음,IM,1개,0회,1회,0회,0회,㈜효성,생산관리
한양대학교(서울),기계/자동차/조선공학,3.8 / 4.5,870,L7,IH,3개,1회,1회,1회,1회,한국중부발전㈜,기계
창원대학교,기계/자동차/조선공학,3.74 / 4.5,850,L6,없음,2개,0회,1회,1회,0회,두산중공업㈜,생산관리
한국기술교육대학교,기계/자동차/조선공학,3.81 / 4.5,945,없음,IM,1개,0회,0회,0회,0회,세메스㈜,기계·기구설계
아주대학교,기계/자동차/조선공학,3.78 / 4.5,없음,L5,없음,1개,1회,1회,0회,1회,현대모비스㈜,생산관리
한국기술교육대학교,기계/자동차/조선공학,3.81 / 4.5,945,없음,IM,1개,0회,0회,0회,0회,삼성전자㈜,생산관리
중앙대학교(서울),기계/자동차/조선공학,3.0 / 4.5,695,없음,없음,2개,0회,1회,0회,2회,㈜대우건설,건축시공
전북대학교,기계/자동차/조선공학,3.9 / 4.5,없음,L6,IM,2개,1회,1회,0회,0회,LIG넥스원㈜,기계
국민대학교,기계/자동차/조선공학,4.31 / 4.5,825,L6,없음,4개,0회,0회,0회,0회,엘에스엠트론 기술교육아카데미,연구·실험·기술
서울대학교,기계/자동차/조선공학,3.82 / 4.5,없음,L7,없음,0개,0회,0회,0회,0회,현대중공업㈜,기계·기구설계
홍익대학교(서울),기계/자동차/조선공학,3.6 / 4.5,850,없음,IM,0개,1회,0회,0회,0회,㈜효성,기계
국민대학교,기계/자동차/조선공학,3.85 / 4.5,950,L5,IL,2개,0회,1회,0회,3회,LIG넥스원㈜,연구·실험·기술
국민대학교,기계/자동차/조선공학,3.85 / 4.5,950,L5,IL,2개,0회,1회,0회,3회,삼성바이오로직스㈜,연구·실험·기술
한국산업기술대학교,기계/자동차/조선공학,4.23 / 4.5,없음,L6,없음,0개,2회,1회,5회,3회,두산인프라코어㈜,기계
인하대학교,기계/자동차/조선공학,3.58 / 4.5,670,L5,없음,1개,0회,1회,0회,0회,금호타이어㈜,연구·실험·기술
한국기술교육대학교,기계/자동차/조선공학,3.9 / 4.5,775,없음,IL,2개,0회,1회,0회,1회,현대자동차㈜,연구·실험·기술
한국항공대학교,기계/자동차/조선공학,3.0 / 4.5,730,L5,없음,0개,0회,0회,0회,0회,엘에스엠트론 기술교육아카데미,연구·실험·기술
한국기술교육대학교,기계/자동차/조선공학,3.27 / 4.5,없음,없음,IL,0개,0회,0회,0회,0회,두산그룹,연구·실험·기술
순천대학교(전남),기계/자동차/조선공학,3.89 / 4.5,720,L6,없음,2개,0회,2회,1회,0회,㈜포스코,기술직
인하대학교,기계/자동차/조선공학,3.37 / 4.5,875,L6,없음,2개,0회,0회,3회,0회,현대엔지니어링㈜,플랜트
성균관대학교(자연과학),기계/자동차/조선공학,3.22 / 4.5,850,L6,없음,0개,0회,0회,0회,0회,삼성물산(주),기계
한성대학교,기계/자동차/조선공학,3.33 / 4.5,845,없음,IH,2개,1회,0회,1회,0회,㈜대한항공,기술지원
건국대학교(서울),기계/자동차/조선공학,3.37 / 4.5,780,L6,없음,2개,0회,0회,0회,0회,두산인프라코어㈜,연구·실험·기술
영남대학교,기계/자동차/조선공학,3.6 / 4.5,780,없음,IH,0개,0회,1회,2회,2회,한화시스템/시스템,연구·실험·기술
인하대학교,기계/자동차/조선공학,3.5 / 4.5,855,없음,IM,2개,0회,1회,0회,0회,㈜만도,QAA·통화품질
한양대학교 공학대학원,기계/자동차/조선공학,4.45 / 4.5,985,L7,IH,0개,0회,0회,0회,0회,현대자동차㈜,연구·실험·기술
동아대학교,기계/자동차/조선공학,3.74 / 4.5,715,L5,NH,1개,0회,0회,0회,0회,두산중공업㈜,생산관리
국민대학교,기계/자동차/조선공학,3.75 / 4.5,없음,없음,없음,0개,0회,0회,0회,0회,두산인프라코어㈜,생산관리
국민대학교,기계/자동차/조선공학,3.85 / 4.5,790,L5,IL,2개,0회,1회,0회,3회,금호타이어㈜,연구·실험·기술
부경대학교,기계/자동차/조선공학,3.72 / 4.5,900,없음,IH,1개,0회,0회,0회,0회,아시아나항공㈜,자동차정비
충남대학교,기계/자동차/조선공학,3.51 / 4.5,735,L5,없음,0개,0회,0회,0회,0회,두산중공업㈜,생산관리
부경대학교,기계/자동차/조선공학,4.21 / 4.5,825,L6,없음,1개,0회,0회,0회,1회,㈜동부익스프레스,택배·운송·물류
경북대학교,기계/자동차/조선공학,4.28 / 4.5,없음,L5,없음,0개,0회,2회,0회,0회,LG전자㈜,연구·실험·기술
성균관대학교(자연과학),기계/자동차/조선공학,3.5 / 4.5,700,L6,없음,1개,0회,0회,0회,1회,이수화학㈜,품질관리
부경대학교,기계/자동차/조선공학,4.21 / 4.5,825,L6,없음,1개,0회,0회,0회,1회,한솔로지스틱스,택배·운송·물류
한국기술교육대학교,기계/자동차/조선공학,3.58 / 4.5,없음,없음,IL,1개,0회,0회,0회,0회,삼성중공업㈜,플랜트
경희대학교(서울),기계/자동차/조선공학,3.69 / 4.5,900,L6,없음,0개,0회,0회,1회,1회,LIG넥스원㈜,기계
